agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,service_OP,service_IOP,service_RS,service_A_WM,service_R_WM,service_I_WM,service_OTP,service_Male,service_Female,service_Adult,service_TAY,service_Youth,service_MAT,service_Co_Occurring,service_LGBTQIA,service_Veterans,service_Homeless,service_Criminal_Justice,service_Perinatal,service_Parent_Guardian,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close,latitude,longitude
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 8:57:56 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 9:39:48 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"SAFETY EDUCATION CENTER, INC.",,"18700 Sherman Way, Suite 117,Reseda, CA 91335",(818) 708-1198,,No,,,,EnglishSpanish,Last Updated: 5/21/2025 9:40:43 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.200976,-118.540563
"TARZANA TREATMENT CENTERS, INC.",,"8330 Reseda Boulevard,Northridge, CA 91324",(800) 996-1051,https://www.tarzanatc.org,Yes,,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:52:40 AM,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,,34.2214008,-118.5359802
"AEGIS TREATMENT CENTERS, LLC",,"1825 East Thelborn Street,West Covina, CA 91790",(626) 915-3844,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,EnglishSpanish,Last Updated: 11/26/2025 8:50:40 AM,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,06:00,10:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,10:00,,,34.0773812,-117.9073915
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",,,(877) 507-6242,https://www.socialmodelrecovery.org/,No,RBHAdult - F: 0,,,English,Last Updated: 11/26/2025 8:23:35 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0613924,-118.2719932
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 9:39:48 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",STEPPING STONES HOME,"17719 East Cypress Street,Covina, CA 91722",(877) 507-6242,https://www.socialmodelrecovery.org/,No,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 1,,Adult; Women; M; A; T; Parent/; Guardian (; Female) with; Children; Perinatal; L; G; B; T; Q; I; A,EnglishSpanish,Last Updated: 11/26/2025 4:39:12 PM,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,34.0958062,-117.9034476
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Stepping Stones,"17727 East Cypress Street,Covina, CA 91722",(877) 507-6242,https://www.socialmodelrecovery.org/,No,RS(3.1)Adult - F: 4RS(3.5)Adult - F: 4R-WMAdult - F: 0,,Adult; Women; Parent/; Guardian (; Female) with; Children; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 4:39:12 PM,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,09:00,19:00,,,09:00,19:00,,,09:00,19:00,,,09:00,19:00,,,09:00,19:00,,,09:00,19:00,,,09:00,19:00,,,34.0958063,-117.9032835
ABC TRAFFIC SAFETY PROGRAM,,"453 East Arrow Highway, Suite I,Azusa, CA 91702",(626) 967-6363,,No,,,,EnglishSpanish,Last Updated: 10/8/2024 10:36:18 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1067176,-117.8993896
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - F: 2,,,English,Last Updated: 11/26/2025 9:03:07 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",River Community Covina,"510 South Second Avenue, Suites 6 & 7,Covina, CA 91723",(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 11/25/2025 9:43:54 AM,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,Closed,Closed,,,08:00,16:30,,,08:00,21:00,,,08:00,21:00,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,34.0877926,-117.8891164
CENTER FOR INTEGRATED FAMILY AND HEALTH SERVICES,CIFHS The Family Center,"540 South Eremland Drive, Suites A-D,Covina, CA 91723",(626) 966-1577,https://www.cifhs.org,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,EnglishSpanish,Last Updated: 11/12/2025 2:57:33 PM,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,Closed,Closed,,,09:00,21:00,,,09:00,18:00,,,09:00,18:00,,,09:00,21:00,,,09:00,17:00,,,09:00,17:00,,,34.0877926,-117.8891164
TAVARUA MEDICAL REHABILITATION SERVICES D.B.A. AZUSA MEDICAL AND MENTAL HEALTH SERVICES,,"474 South Citrus Avenue,Azusa, CA 91702",(626) 858-9500,http://www.americanhealthservices.org/,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 11/24/2025 8:03:37 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,07:00,09:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,07:00,09:00,,,34.1152147,-117.8900922
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 9:03:07 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"TARZANA TREATMENT CENTERS, INC.","Tarzana Treatment Center, Inc",,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 9:03:07 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"TARZANA TREATMENT CENTERS, INC.",,"Winnetka, CA 91306",(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 8:51:27 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2013207,-118.5711037
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 8:57:57 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"TARZANA TREATMENT CENTERS, INC.",,"6022 Variel Avenue,Woodland Hills, CA 91367",(800) 996-1051,https://www.tarzanatc.org,Yes,,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,American Sign LanguageEnglishFarsi,Last Updated: 11/26/2025 9:39:48 AM,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,Closed,Closed,,,34.1797476,-118.592674
"NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF EAST SAN GABRIEL AND POMONA VALLEYS, INC.",,"4626 North Grand Avenue,Covina, CA 91724",(626) 331-5316,https://www.ncaddesgpv.org,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 11/24/2025 9:16:01 AM,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Closed,Closed,,,08:00,21:00,,,08:00,17:30,,,08:00,17:30,,,08:00,21:00,,,08:00,17:30,,,08:30,18:30,,,34.1049391,-117.8725475
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 8:57:57 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 8:57:57 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"CALIFORNIA DIVERSION PROGRAMS, INC.",,"21054 Sherman Way, Suite 205 ,Canoga Park, CA 91303",(818) 716-0188,,No,,,,EnglishSpanish,Last Updated: 6/30/2017 8:26:04 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2012374,-118.5918004
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2,,,English,Last Updated: 11/26/2025 8:51:27 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"RANCHO SAN ANTONIO BOYS HOME, INC.",,"21000 Plummer Street,Chatsworth, CA 91311",(818) 882-6400,https://ranchosanantonio.org/,Yes,,,Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/25/2025 11:34:27 AM,False,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True,11:00,15:00,,,11:00,15:00,,,11:00,21:00,,,11:00,15:00,,,11:00,21:00,,,11:00,15:00,,,Closed,Closed,,,34.242636,-118.590315
"ALT RECOVERY GROUP 2, LLC",,"20946 Devonshire Street, 100,Chatsworth, CA 91311",(818) 626-8053,http://www.altrecoverygroup.com,Yes,,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled,English,Last Updated: 11/8/2022 6:13:47 AM,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,08:00,10:00,,,05:00,11:00,,,05:00,11:00,,,05:00,11:00,,,05:00,11:00,,,05:00,11:00,,,08:00,10:00,,,34.2571601,-118.5896007
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Paseo House,,(877) 507-6242,https://www.socialmodelrecovery.org/,No,RBHAdult - M: 0,,,English,Last Updated: 11/26/2025 8:23:35 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0613924,-118.2719932
"SAFETY CONSULTANT SERVICES, INC.",,"25044 Peachland Avenue, Suite 207,Newhall, CA 91321",(661) 255-7720,,No,,,,English,Last Updated: 5/7/2024 2:02:10 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3798765,-118.5291917
CHILD & FAMILY CENTER,,"21545 Centre Pointe Parkway,Santa Clarita, CA 91350",(661) 481-2801,https://www.childfamilycenter.org/,Yes,,,Youth; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 8:40:46 AM,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,Closed,Closed,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,15:00,,,Closed,Closed,,,34.4135904,-118.5143449
"BEHAVIORAL HEALTH SERVICES, INC.",American Recovery Center,"2180 West Valley Boulevard, Floors 100, 300 and 400,Pomona, CA 91768",(909) 865-2336,http://bhs-inc.org/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 0Adult - F: 0,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 7:33:26 AM,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,Closed,Closed,,,07:00,19:00,,,07:00,21:00,,,07:00,21:00,,,07:00,21:00,,,07:00,19:00,,,07:00,16:00,,,34.0553813,-117.7517496
"BEHAVIORAL HEALTH SERVICES, INC.",American Recovery Center Outpatient Program,"2180 West Valley Boulevard, Outpatient Office, Meeting Room, Ground Floor,Pomona, CA 91768",(909) 865-2336,http://bhs-inc.org/,Yes,,,Adult,EnglishSpanish,Last Updated: 11/26/2025 7:33:26 AM,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,17:00,,,08:00,17:00,,,34.0553813,-117.7517496
"BEHAVIORAL HEALTH SERVICES, INC.",American Recovery Center,"2180 West Valley Boulevard, Floor 200,Pomona, CA 91768",(909) 865-2336,http://bhs-inc.org/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 0Adult - F: 0I-WMAdult - M: 0Adult - F: 0,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 7:33:26 AM,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,True,Closed,Closed,,,07:00,19:00,,,07:00,21:00,,,07:00,21:00,,,07:00,21:00,,,07:00,19:00,,,07:00,16:00,,,34.0553813,-117.7517496
NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF THE SAN FERNANDO VALLEY,,"24460 Lyons Avenue,Santa Clarita, CA 91321",(661) 253-9400,https://www.ncadd-sfv.org,Yes,,,Adult; Women; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,English,Last Updated: 11/26/2025 8:40:43 AM,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,Closed,Closed,,,09:30,19:30,,,09:30,19:30,,,09:30,19:30,,,09:30,19:30,,,09:00,17:30,,,09:00,17:30,,,34.3781771,-118.5621926
REHABILITATION ALCOHOL PROGRAM,,"1025 Sentinel Drive, Suite 100,La Verne, CA 91750",(909) 596-5335,,No,,,,EnglishSpanish,Last Updated: 4/30/2025 11:41:51 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1189689,-117.7853725
"ACTION FAMILY COUNSELING-SCV, INC.",Action Family Counseling,"22722 Soledad Canyon Road,Santa Clarita, CA 91350",(800) 367-8336,https://www.actiondrugrehabs.com,Yes,,,Adult; Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless,English,Last Updated: 11/26/2025 9:12:22 AM,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,,34.4213348,-118.5336815
"TARZANA TREATMENT CENTERS, INC.",,,(800) 996-1051,https://www.tarzanatc.org,No,RBHAdult - M: 2Adult - F: 0,,,English,Last Updated: 11/26/2025 8:57:57 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",River Community,"23701 East Fork Road,Azusa, CA 91702",(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,M; A; T; Co-; Occurring; Mental; Health; Capabilities,English,Last Updated: 11/26/2025 1:27:45 PM,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,Closed,Closed,,,08:00,17:30,,,08:00,17:30,,,08:00,17:30,,,08:00,17:30,,,08:00,17:30,,,Closed,Closed,,,34.1338751,-117.9056046
HEALTHRIGHT 360,Prototypes RBH Saticoy,,(909) 621-9052,https://www.healthright360.org/,No,RBHAdult - F: 0,,Homeless,English,Last Updated: 11/25/2025 7:01:20 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF EAST SAN GABRIEL AND POMONA VALLEYS, INC.",,"656 North Park Avenue,Pomona, CA 91768",(909) 629-4084,https://www.ncaddesgpv.org,Yes,,,Adult; Youth,English,Last Updated: 11/19/2025 9:55:14 AM,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,19:00,,,09:00,19:00,,,09:00,21:00,,,09:00,21:00,,,09:00,19:00,,,09:00,19:00,,,34.0640018,-117.7546261
"PHOENIX HOUSES OF LOS ANGELES, INC.",Phoenix House of Orange County,"1207 East Fruit Street,Santa Ana, CA 92701",(714) 953-9373,https://phoenixhouseca.org/,Yes,RS(3.1)Adult - M: 0Adult - F: 2RS(3.5)Adult - M: 0Adult - F: 2R-WMAdult - F: 2,,Adult; M; A; T; L; G; B; T; Q; I; A; Veterans; Criminal; Justice,EnglishFarsiSpanish,Last Updated: 11/26/2025 9:02:47 AM,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,33.7530323,-117.853489
"AEGIS TREATMENT CENTERS, LLC",,"1050 North Garey Avenue,Pomona, CA 91767",(909) 623-6391,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,EnglishSpanish,Last Updated: 11/26/2025 8:50:40 AM,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,06:00,10:00,,,05:00,09:00,,,05:00,09:00,,,05:00,09:00,,,05:00,09:00,,,05:00,09:00,,,06:00,10:00,,,34.0682287,-117.7519343
HEALTHRIGHT 360,,,(909) 624-1233,https://www.healthright360.org/,No,RBHAdult - F: 0,,,English,Last Updated: 11/25/2025 7:01:20 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
HEALTHRIGHT 360,,,(909) 624-1233,https://www.healthright360.org/,No,RBHAdult - F: 0,,,English,Last Updated: 11/25/2025 7:01:20 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
HEALTHRIGHT 360,,,(909) 624-1233,https://www.healthright360.org/,No,RBHAdult - F: 0Youth - F: 0,,,English,Last Updated: 11/25/2025 7:01:20 AM,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9220616,-118.2392221
"BEHAVIORAL HEALTH SERVICES, INC.",ARCH HOUSE,,(909) 865-1831,http://bhs-inc.org/,No,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 11/26/2025 7:33:26 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0188584,-118.2042581
HEALTHRIGHT 360,PROTOTYPES,"831 East Arrow Highway,Pomona, CA 91767",(909) 634-2950,https://www.healthright360.org/,Yes,,,Adult; Women; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/24/2025 9:59:13 AM,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,Closed,Closed,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,20:00,,,34.0553813,-117.7517496
HEALTHRIGHT 360,Prototypes,"845 East Arrow Highway,Pomona, CA 91767",(909) 634-2950,https://www.healthright360.org/,Yes,RS(3.1)Adult - F: 0RS(3.3)Adult - F: 0RS(3.5)Adult - F: 0,,Adult; Women; M; A; T; Parent/; Guardian (; Female) with; Children; Perinatal; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/25/2025 7:01:23 AM,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,Closed,Closed,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,Closed,Closed,,,Closed,Closed,,,34.0553813,-117.7517496
"TARZANA TREATMENT CENTERS, INC.",,"320 East Palmdale Boulevard,Palmdale, CA 93550",(800) 996-1051,https://www.tarzanatc.org,Yes,,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 8:56:00 AM,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,,34.5797747,-118.1243362
"TARZANA TREATMENT CENTERS, INC.",,"1037 East Palmdale Boulevard,Palmdale, CA 93550",(800) 996-1051,https://www.tarzanatc.org,Yes,,,M; A; T; Perinatal; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 8:57:57 AM,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,08:00,,,08:30,21:00,,,08:30,08:00,,,08:30,17:00,,,34.5796531,-118.1104214
AMERICAN HEALTH SERVICES LLC,,"2720 East Palmdale Boulevard, Suites 129, 130, 131,Palmdale, CA 93550",(661) 947-3333,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T; Homeless,EnglishSpanish,Last Updated: 11/24/2025 8:03:37 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,09:00,10:00,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,09:00,10:00,,,34.5793131,-118.11711
INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,,"934 North Mountain Avenue, Suites A, B, C, & D,Upland, CA 91786",(909) 949-4667,https://www.inlandvalleyrecovery.org,Yes,,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,EnglishSpanish,Last Updated: 11/25/2025 10:48:52 AM,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,Closed,Closed,,,09:00,22:00,,,09:00,22:00,,,09:00,22:00,,,09:00,22:00,,,09:00,22:00,,,09:00,22:00,,,34.09751,-117.6483876
INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,,"1260 East Arrow Highway, Building B & C,Upland, CA 91786",(909) 932-1069,https://www.inlandvalleyrecovery.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 1R-WMAdult - M: 0Adult - F: 0,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,English,Last Updated: 11/26/2025 10:40:01 AM,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,34.09751,-117.6483876
